nomem_encr,social_media_frequency,age,marital_status,living_arrangement,emotional_stability,intellect_imagination,self_esteem,Self-Rated_Health,Health_Hindrance_to_Daily_Functioning,Sleeping_Problems,Personal_Net_Income_Category,Employment_status,hours_on_social_media
857098,7.0,63.0,1.0,2.0,3.0,4.0,6.3,2,3.0,0.0,0.0,6,5.0
857101,6.0,52.0,5.0,1.0,3.6,3.6,6.5,3,1.0,0.0,5.0,1,4.0
857122,7.0,59.0,5.0,1.0,3.8,3.4,6.2,3,1.0,0.0,3.0,10,24.0
857162,5.0,54.0,1.0,2.0,4.3,3.1,6.0,4,1.0,0.0,9.0,1,3.0
857247,6.0,59.0,1.0,3.0,3.7,3.3,6.5,3,1.0,0.0,7.0,1,3.0
857373,1.0,23.0,5.0,4.0,4.8,2.3,5.3,3,1.0,0.0,3.0,13,0.0
857531,7.0,19.0,5.0,3.0,3.9,2.8,5.8,3,1.0,0.0,0.0,1,13.0
857596,7.0,29.0,1.0,3.0,2.1,3.0,5.9,3,1.0,1.0,3.0,1,70.0
857843,6.0,64.0,5.0,2.0,3.9,3.5,4.9,3,1.0,0.0,9.0,3,1.0
857977,5.0,63.0,1.0,3.0,3.7,2.8,7.0,4,1.0,0.0,5.0,1,0.0
858374,7.0,35.0,1.0,3.0,3.1,3.1,4.3,3,2.0,0.0,0.0,8,5.0
858615,1.0,36.0,5.0,4.0,4.6,4.3,6.6,3,1.0,0.0,0.0,5,0.0
858667,7.0,51.0,5.0,1.0,3.5,3.6,5.7,3,1.0,0.0,8.0,1,7.0
858758,7.0,22.0,5.0,4.0,3.0,3.1,4.9,3,1.0,0.0,0.0,7,22.0
858990,5.0,60.0,1.0,2.0,2.6,2.9,5.7,3,2.0,0.0,3.0,1,8.0
859127,5.0,68.0,5.0,4.0,3.0,3.8,6.9,3,1.0,0.0,5.0,9,5.0
859240,6.0,69.0,1.0,2.0,2.6,2.7,4.6,2,5.0,1.0,5.0,9,1.0
859457,7.0,24.0,5.0,1.0,2.5,2.9,3.6,4,1.0,0.0,2.0,7,14.0
859616,5.0,58.0,1.0,2.0,2.9,3.2,5.1,3,3.0,0.0,7.0,1,5.0
859671,7.0,52.0,5.0,1.0,3.6,3.9,6.8,4,1.0,0.0,3.0,1,9.0
859713,1.0,55.0,5.0,1.0,3.9,3.5,6.5,4,1.0,1.0,2.0,4,1.0
859775,6.0,50.0,1.0,3.0,4.0,3.6,6.0,3,1.0,0.0,10.0,1,2.0
860137,7.0,49.0,1.0,2.0,4.0,3.5,6.6,3,1.0,0.0,5.0,1,3.0
860166,1.0,43.0,5.0,1.0,3.0,3.0,4.1,2,4.0,1.0,1.0,10,0.0
860314,6.0,59.0,1.0,2.0,3.2,3.4,5.9,3,2.0,0.0,3.0,2,45.0
860586,1.0,59.0,3.0,1.0,3.9,3.2,5.2,3,2.0,1.0,3.0,1,1.0
860641,6.0,61.0,3.0,2.0,2.4,3.1,5.7,3,2.0,0.0,5.0,1,5.0
860772,6.0,47.0,1.0,3.0,3.6,3.6,5.6,3,3.0,0.0,7.0,1,9.0
860867,5.0,38.0,3.0,3.0,3.8,3.2,6.4,3,1.0,0.0,3.0,1,15.0
860968,5.0,44.0,1.0,3.0,2.9,2.8,3.3,2,3.0,0.0,2.0,1,11.0
860972,7.0,52.0,5.0,1.0,4.1,3.1,6.7,4,4.0,0.0,6.0,1,3.0
861010,4.0,67.0,1.0,2.0,3.0,3.0,4.2,3,1.0,1.0,3.0,9,0.0
861129,7.0,61.0,1.0,3.0,3.3,3.1,6.5,3,3.0,0.0,3.0,1,4.0
861218,6.0,53.0,1.0,2.0,3.9,3.4,6.6,2,3.0,1.0,2.0,10,6.0
861233,6.0,65.0,1.0,2.0,3.5,3.9,6.9,3,1.0,0.0,3.0,9,2.0
861276,7.0,58.0,1.0,3.0,3.5,3.9,5.2,3,1.0,0.0,8.0,1,9.0
861343,6.0,52.0,1.0,2.0,3.6,3.5,5.5,2,2.0,1.0,2.0,10,9.0
861373,6.0,62.0,1.0,2.0,2.9,2.8,4.1,2,3.0,1.0,14.0,1,0.0
861413,6.0,46.0,1.0,3.0,2.8,3.8,5.5,4,1.0,0.0,5.0,1,9.0
861538,5.0,68.0,1.0,2.0,4.2,3.4,6.4,4,1.0,0.0,3.0,9,12.0
861657,7.0,58.0,3.0,3.0,3.7,3.6,6.7,3,1.0,0.0,6.0,1,11.0
861746,7.0,69.0,1.0,2.0,3.7,3.1,5.2,3,3.0,0.0,6.0,9,18.0
861922,7.0,20.0,5.0,3.0,3.5,4.2,4.8,4,1.0,0.0,0.0,7,22.0
862002,1.0,68.0,5.0,2.0,2.8,2.9,6.0,3,1.0,0.0,13.0,8,0.0
862148,2.0,34.0,5.0,2.0,2.2,3.7,4.3,3,1.0,0.0,5.0,1,2.0
862228,6.0,60.0,1.0,3.0,4.1,3.3,4.7,3,1.0,0.0,4.0,8,9.0
862231,4.0,33.0,1.0,2.0,4.8,4.4,6.2,4,1.0,0.0,5.0,1,1.0
862457,7.0,36.0,5.0,3.0,3.6,3.1,6.0,4,1.0,0.0,4.0,1,20.0
862530,4.0,28.0,5.0,2.0,4.6,3.4,6.3,4,1.0,0.0,5.0,1,5.0
862532,6.0,52.0,3.0,4.0,3.9,3.2,5.0,4,1.0,1.0,5.0,1,31.0
862551,7.0,48.0,1.0,3.0,4.9,4.0,5.8,5,1.0,0.0,6.0,1,1.0
862756,7.0,32.0,5.0,3.0,3.6,3.2,5.4,3,1.0,1.0,6.0,1,66.0
862835,5.0,69.0,1.0,2.0,3.9,4.6,6.7,3,1.0,0.0,4.0,9,5.0
862899,1.0,33.0,1.0,2.0,1.3,2.8,3.8,5,2.0,0.0,4.0,1,0.0
862963,6.0,61.0,1.0,3.0,3.6,3.7,6.0,5,1.0,0.0,5.0,1,5.0
862990,4.0,66.0,4.0,1.0,4.2,3.0,5.9,3,1.0,0.0,1.0,8,1.0
863148,7.0,41.0,1.0,3.0,3.1,3.6,5.6,3,1.0,0.0,7.0,1,0.0
863165,1.0,61.0,1.0,2.0,4.1,3.4,6.0,2,1.0,0.0,14.0,1,0.0
863190,6.0,65.0,1.0,3.0,3.2,4.8,6.3,3,2.0,1.0,2.0,10,2.0
863284,1.0,66.0,1.0,3.0,2.0,4.1,5.3,1,5.0,1.0,2.0,6,3.0
863790,6.0,66.0,1.0,2.0,2.7,3.5,6.6,2,4.0,1.0,5.0,1,8.0
864144,7.0,59.0,3.0,1.0,2.1,3.5,5.5,2,3.0,0.0,4.0,12,26.0
864151,7.0,39.0,5.0,3.0,4.3,3.9,6.5,4,1.0,0.0,6.0,1,4.0
864218,6.0,49.0,1.0,3.0,2.9,3.1,6.8,4,3.0,0.0,6.0,1,12.0
864251,6.0,67.0,1.0,2.0,4.1,3.4,5.3,2,4.0,0.0,4.0,9,2.0
864315,5.0,68.0,1.0,2.0,4.1,3.9,6.5,3,1.0,0.0,6.0,9,2.0
864376,7.0,28.0,5.0,2.0,3.5,3.2,6.0,4,1.0,0.0,5.0,1,17.0
864596,6.0,62.0,1.0,2.0,4.0,3.6,5.7,2,3.0,0.0,9.0,1,2.0
864715,6.0,42.0,1.0,2.0,3.7,3.6,5.1,3,2.0,0.0,7.0,1,5.0
864755,2.0,54.0,1.0,3.0,3.6,3.1,6.4,3,1.0,0.0,4.0,8,2.0
864788,7.0,33.0,5.0,1.0,2.9,4.1,5.0,4,2.0,0.0,4.0,3,20.0
864813,6.0,36.0,1.0,2.0,4.3,3.8,6.2,4,1.0,0.0,0.0,8,4.0
864822,6.0,43.0,5.0,1.0,3.9,3.4,6.4,4,1.0,0.0,5.0,1,2.0
864990,6.0,67.0,3.0,2.0,4.4,3.6,6.4,3,1.0,1.0,6.0,9,5.0
865026,6.0,60.0,1.0,3.0,2.6,3.2,3.5,3,1.0,0.0,4.0,1,6.0
865247,5.0,24.0,5.0,1.0,3.6,4.0,6.3,5,1.0,0.0,5.0,1,7.0
865338,1.0,68.0,1.0,2.0,2.8,2.8,6.6,2,3.0,0.0,1.0,8,0.0
865435,5.0,66.0,5.0,2.0,2.8,4.0,4.6,3,2.0,1.0,3.0,9,0.0
865469,7.0,20.0,5.0,3.0,4.9,4.4,6.3,4,1.0,0.0,0.0,7,4.0
865490,7.0,33.0,1.0,1.0,4.7,3.8,7.0,4,1.0,0.0,8.0,1,8.0
865600,5.0,68.0,5.0,2.0,3.7,3.8,5.9,3,1.0,0.0,3.0,9,0.0
865890,5.0,59.0,1.0,2.0,4.2,3.9,7.0,5,1.0,0.0,5.0,1,1.0
865896,7.0,57.0,5.0,5.0,2.2,4.0,4.5,2,2.0,1.0,7.0,1,3.0
865902,7.0,35.0,1.0,2.0,3.6,2.4,6.3,4,1.0,0.0,7.0,1,2.0
865997,3.0,62.0,5.0,1.0,4.6,4.3,7.0,3,1.0,1.0,2.0,4,5.0
866137,5.0,44.0,5.0,2.0,2.6,4.0,7.0,3,1.0,0.0,8.0,1,5.0
866241,2.0,64.0,5.0,1.0,2.9,3.9,4.8,3,2.0,1.0,5.0,4,0.0
866244,1.0,55.0,5.0,2.0,3.3,3.1,5.8,2,5.0,1.0,4.0,1,2.0
866256,7.0,32.0,5.0,3.0,3.3,3.7,5.1,2,1.0,0.0,5.0,1,28.0
866275,6.0,40.0,1.0,3.0,3.1,4.0,5.3,4,1.0,1.0,5.0,1,5.0
866384,5.0,52.0,1.0,3.0,4.4,3.5,6.2,5,1.0,0.0,10.0,1,14.0
866412,6.0,38.0,1.0,3.0,2.2,3.2,4.6,4,1.0,1.0,6.0,3,18.0
866424,6.0,21.0,5.0,3.0,3.5,3.0,6.5,3,1.0,0.0,0.0,7,12.0
866494,1.0,67.0,1.0,3.0,3.7,3.0,6.7,3,2.0,0.0,2.0,9,1.0
867089,6.0,23.0,5.0,1.0,2.4,4.6,4.5,3,1.0,0.0,3.0,3,23.0
867156,6.0,43.0,5.0,3.0,3.0,3.2,3.8,1,1.0,0.0,3.0,10,9.0
867193,2.0,59.0,1.0,2.0,3.7,3.1,6.4,2,3.0,0.0,14.0,8,0.0
867428,6.0,64.0,1.0,3.0,3.9,3.7,6.5,3,1.0,0.0,5.0,1,2.0
867562,2.0,68.0,1.0,2.0,3.7,3.3,5.3,3,1.0,1.0,2.0,9,1.0
867736,6.0,28.0,5.0,2.0,3.2,3.6,4.8,3,1.0,0.0,6.0,1,9.0
867764,6.0,64.0,1.0,3.0,4.6,4.3,6.7,4,1.0,0.0,5.0,9,0.0
867852,1.0,56.0,4.0,4.0,3.6,3.3,5.9,3,1.0,1.0,5.0,1,20.0
867946,6.0,64.0,1.0,2.0,3.0,3.5,3.6,2,1.0,0.0,7.0,1,3.0
868115,2.0,66.0,1.0,2.0,2.7,3.6,6.5,2,3.0,0.0,3.0,10,1.0
868151,6.0,64.0,1.0,3.0,3.6,3.0,6.4,3,1.0,0.0,5.0,1,4.0
868157,7.0,67.0,1.0,2.0,3.4,4.2,7.0,3,2.0,0.0,4.0,2,7.0
868331,6.0,67.0,1.0,2.0,4.6,4.1,7.0,3,1.0,0.0,,9,9.0
868338,7.0,30.0,1.0,2.0,3.5,3.1,5.8,4,1.0,0.0,6.0,1,11.0
868341,5.0,45.0,1.0,3.0,3.6,4.4,6.0,2,1.0,0.0,5.0,1,3.0
868481,7.0,55.0,1.0,3.0,4.3,3.6,7.0,4,1.0,0.0,4.0,1,5.0
868820,6.0,33.0,1.0,2.0,3.4,3.1,5.1,3,3.0,0.0,0.0,8,4.0
868984,5.0,44.0,5.0,2.0,3.9,3.7,7.0,3,2.0,0.0,6.0,1,2.0
869005,3.0,64.0,1.0,3.0,4.1,3.1,6.4,3,1.0,0.0,8.0,1,0.0
869058,6.0,54.0,1.0,3.0,3.6,2.8,5.5,2,1.0,0.0,4.0,1,4.0
869064,7.0,61.0,3.0,1.0,3.4,3.7,7.0,5,1.0,0.0,5.0,1,33.0
869083,2.0,42.0,5.0,1.0,3.5,3.1,4.0,4,1.0,0.0,7.0,1,0.0
869277,7.0,69.0,1.0,2.0,3.4,3.0,5.5,2,3.0,1.0,4.0,9,30.0
869509,6.0,29.0,5.0,1.0,4.1,4.0,6.7,4,1.0,0.0,5.0,1,35.0
869615,6.0,29.0,5.0,1.0,2.3,3.7,3.2,3,1.0,0.0,5.0,1,10.0
869703,6.0,27.0,5.0,2.0,3.2,3.2,6.1,4,1.0,0.0,6.0,1,10.0
869826,5.0,33.0,1.0,2.0,3.4,3.0,6.8,3,1.0,0.0,7.0,3,16.0
869833,7.0,23.0,5.0,4.0,3.9,3.4,6.1,4,1.0,0.0,1.0,7,48.0
869838,7.0,38.0,5.0,1.0,4.1,4.2,4.9,2,1.0,1.0,6.0,1,20.0
869900,7.0,30.0,5.0,1.0,4.7,3.5,6.2,3,1.0,0.0,2.0,7,9.0
869943,4.0,37.0,5.0,2.0,3.0,3.0,4.0,3,1.0,0.0,6.0,1,15.0
869999,6.0,40.0,1.0,3.0,2.7,3.6,6.6,4,1.0,0.0,7.0,1,2.0
870217,5.0,45.0,1.0,3.0,3.5,3.6,6.0,1,4.0,1.0,2.0,3,13.0
870510,1.0,43.0,5.0,3.0,3.8,3.5,5.5,3,2.0,0.0,4.0,1,1.0
870563,7.0,33.0,5.0,1.0,2.3,4.1,6.9,4,1.0,0.0,4.0,3,10.0
870623,6.0,57.0,5.0,3.0,3.9,3.6,6.5,3,1.0,1.0,5.0,1,1.0
870690,6.0,68.0,1.0,2.0,3.9,3.2,5.5,3,1.0,0.0,3.0,9,3.0
870703,7.0,50.0,1.0,3.0,3.3,2.8,5.9,4,1.0,0.0,0.0,8,15.0
870727,7.0,57.0,1.0,3.0,3.5,3.5,4.9,3,2.0,1.0,6.0,1,7.0
870773,6.0,31.0,1.0,2.0,4.0,3.7,6.0,3,1.0,0.0,14.0,1,12.0
870788,6.0,43.0,1.0,3.0,3.2,4.6,6.0,3,1.0,0.0,5.0,1,5.0
870819,6.0,34.0,5.0,1.0,2.8,2.5,4.4,3,1.0,0.0,3.0,10,6.0
871084,7.0,66.0,1.0,2.0,4.9,4.6,5.9,4,1.0,0.0,2.0,2,9.0
871099,6.0,23.0,5.0,3.0,3.1,3.7,5.8,3,1.0,0.0,5.0,1,5.0
871203,6.0,38.0,1.0,2.0,3.3,4.0,4.7,3,1.0,0.0,5.0,1,2.0
871392,6.0,69.0,3.0,1.0,2.4,2.9,4.0,2,3.0,1.0,3.0,9,27.0
871431,2.0,40.0,5.0,4.0,3.7,3.0,5.8,4,1.0,0.0,5.0,1,21.0
871439,7.0,25.0,5.0,2.0,1.5,2.6,3.0,2,3.0,0.0,1.0,7,23.0
871594,5.0,63.0,1.0,2.0,3.7,4.2,6.6,2,4.0,1.0,0.0,9,11.0
871617,6.0,40.0,5.0,3.0,3.1,4.1,5.6,3,1.0,1.0,6.0,1,2.0
871661,5.0,65.0,5.0,5.0,4.3,3.2,6.3,3,1.0,1.0,4.0,4,1.0
871714,6.0,35.0,5.0,2.0,3.7,3.4,5.0,3,1.0,0.0,5.0,1,2.0
871920,7.0,63.0,5.0,1.0,2.7,2.9,5.3,2,2.0,1.0,2.0,9,0.0
871942,1.0,37.0,1.0,3.0,4.3,3.6,5.9,4,1.0,0.0,3.0,8,2.0
872024,7.0,59.0,5.0,1.0,3.4,3.2,5.5,2,3.0,1.0,3.0,1,2.0
872049,1.0,61.0,5.0,1.0,2.2,2.1,1.3,3,1.0,0.0,3.0,10,2.0
872363,1.0,64.0,1.0,2.0,2.7,2.9,5.0,3,2.0,0.0,4.0,1,7.0
872515,5.0,47.0,1.0,3.0,3.2,3.9,5.4,3,2.0,0.0,4.0,1,1.0
872574,5.0,62.0,3.0,1.0,3.8,3.2,5.5,2,1.0,0.0,5.0,1,1.0
872583,7.0,43.0,1.0,3.0,2.8,3.5,4.0,4,2.0,0.0,7.0,8,6.0
872645,6.0,61.0,1.0,2.0,4.6,3.9,6.9,3,1.0,0.0,9.0,3,6.0
872711,1.0,66.0,1.0,2.0,4.1,3.4,6.4,2,4.0,0.0,2.0,8,1.0
872732,2.0,61.0,1.0,3.0,2.5,3.4,3.9,2,3.0,1.0,3.0,8,10.0
872817,6.0,67.0,1.0,2.0,3.2,3.1,7.0,3,3.0,1.0,2.0,8,0.0
872891,5.0,57.0,5.0,1.0,3.1,3.1,4.6,3,2.0,0.0,14.0,10,0.0
872900,6.0,50.0,1.0,3.0,3.8,2.8,5.3,3,1.0,0.0,3.0,1,0.0
873226,5.0,59.0,3.0,1.0,4.0,3.7,6.1,4,1.0,0.0,8.0,1,7.0
873269,7.0,68.0,1.0,2.0,4.6,4.3,7.0,4,1.0,0.0,7.0,9,11.0
873403,6.0,24.0,5.0,3.0,3.6,3.7,5.6,4,1.0,0.0,0.0,7,1.0
873410,7.0,39.0,5.0,1.0,2.0,3.8,4.4,2,2.0,0.0,0.0,13,6.0
873440,3.0,58.0,1.0,2.0,3.9,3.6,6.6,3,2.0,0.0,2.0,12,1.0
873477,6.0,19.0,5.0,3.0,2.8,3.6,4.4,3,3.0,0.0,0.0,13,15.0
873512,5.0,66.0,3.0,2.0,5.0,4.1,7.0,3,1.0,0.0,4.0,9,1.0
873870,5.0,66.0,5.0,1.0,2.0,3.9,3.5,2,2.0,0.0,3.0,10,1.0
873947,3.0,70.0,1.0,2.0,4.3,3.6,6.5,3,1.0,1.0,8.0,9,0.0
873976,6.0,54.0,1.0,3.0,3.8,3.3,6.8,5,1.0,0.0,6.0,1,5.0
874170,7.0,64.0,1.0,2.0,4.2,4.2,7.0,3,1.0,0.0,0.0,9,2.0
874176,5.0,56.0,1.0,2.0,3.9,3.7,7.0,4,1.0,0.0,2.0,8,5.0
874237,7.0,43.0,1.0,3.0,4.6,4.1,4.4,3,1.0,0.0,5.0,1,7.0
874389,3.0,63.0,1.0,2.0,3.9,3.7,6.0,4,1.0,0.0,0.0,8,5.0
874461,1.0,50.0,5.0,1.0,3.4,3.2,4.5,3,1.0,0.0,4.0,8,1.0
874465,6.0,42.0,1.0,3.0,2.7,3.3,7.0,3,2.0,0.0,0.0,3,9.0
874542,2.0,67.0,1.0,2.0,3.5,3.0,6.0,2,4.0,0.0,2.0,8,4.0
874707,2.0,37.0,1.0,3.0,4.6,4.1,7.0,5,1.0,0.0,4.0,1,1.0
874948,7.0,61.0,5.0,1.0,2.8,3.0,4.5,2,5.0,1.0,7.0,3,3.0
874993,2.0,39.0,5.0,1.0,2.8,3.0,4.1,3,1.0,0.0,7.0,1,2.0
875078,6.0,67.0,1.0,2.0,4.3,3.6,6.5,3,1.0,0.0,6.0,9,7.0
875140,7.0,66.0,1.0,2.0,4.2,3.4,6.3,3,2.0,1.0,4.0,1,18.0
875442,2.0,62.0,1.0,2.0,2.8,2.9,5.1,1,2.0,1.0,3.0,10,9.0
875451,2.0,63.0,5.0,5.0,2.8,3.3,3.6,5,1.0,0.0,2.0,3,0.0
875479,4.0,51.0,1.0,3.0,3.1,3.3,5.8,4,1.0,0.0,5.0,1,3.0
875557,6.0,41.0,1.0,3.0,3.6,4.2,5.4,2,1.0,0.0,0.0,8,0.0
875753,6.0,43.0,1.0,2.0,2.5,3.5,5.2,3,1.0,0.0,6.0,1,5.0
875759,3.0,38.0,5.0,4.0,3.2,3.7,5.5,4,1.0,1.0,4.0,1,4.0
875761,7.0,28.0,5.0,3.0,1.5,3.8,5.5,3,1.0,0.0,2.0,8,12.0
875762,7.0,57.0,5.0,1.0,2.2,2.5,4.1,4,1.0,0.0,3.0,1,4.0
876068,7.0,43.0,1.0,3.0,2.5,3.1,4.5,2,3.0,1.0,,8,12.0
876076,6.0,58.0,1.0,3.0,3.6,3.3,6.6,3,1.0,0.0,2.0,1,1.0
876107,6.0,46.0,5.0,2.0,3.2,3.0,4.4,3,2.0,0.0,6.0,1,2.0
876171,5.0,66.0,1.0,2.0,3.5,2.8,5.3,3,3.0,0.0,0.0,8,6.0
876376,7.0,67.0,1.0,2.0,3.1,4.2,6.3,2,5.0,0.0,7.0,9,14.0
876519,7.0,29.0,5.0,2.0,3.6,3.2,5.8,3,2.0,0.0,6.0,1,21.0
876586,1.0,63.0,1.0,3.0,3.1,3.4,4.8,1,4.0,0.0,4.0,10,7.0
876608,3.0,58.0,1.0,1.0,3.0,3.0,4.0,4,1.0,0.0,2.0,1,1.0
876633,7.0,57.0,5.0,2.0,3.8,3.3,6.7,4,1.0,1.0,5.0,1,0.0
876654,6.0,58.0,3.0,4.0,4.0,3.3,6.0,3,1.0,0.0,3.0,1,3.0
876699,7.0,64.0,5.0,1.0,4.0,3.9,6.0,3,2.0,0.0,9.0,3,18.0
876919,6.0,43.0,1.0,3.0,3.2,2.8,5.5,3,1.0,0.0,2.0,8,4.0
876992,1.0,64.0,1.0,2.0,3.5,3.5,5.4,2,3.0,1.0,5.0,1,5.0
877307,7.0,53.0,1.0,2.0,2.6,3.8,3.9,2,3.0,1.0,0.0,10,7.0
877468,3.0,64.0,1.0,2.0,2.0,3.6,4.6,2,2.0,1.0,4.0,10,2.0
877608,5.0,36.0,5.0,3.0,3.3,3.9,4.5,3,1.0,0.0,4.0,1,5.0
877661,7.0,56.0,3.0,1.0,3.3,3.3,4.0,3,2.0,0.0,5.0,1,7.0
877689,6.0,33.0,1.0,2.0,3.1,4.3,6.7,4,1.0,0.0,2.0,1,5.0
877872,4.0,44.0,5.0,1.0,2.9,4.1,7.0,3,1.0,1.0,14.0,1,2.0
877880,7.0,58.0,1.0,3.0,4.7,3.2,6.3,2,3.0,0.0,3.0,1,6.0
878087,1.0,29.0,5.0,2.0,2.9,3.5,4.3,3,3.0,0.0,2.0,3,0.0
878150,,27.0,5.0,2.0,2.4,4.4,6.7,3,3.0,0.0,5.0,1,0.0
878222,7.0,32.0,5.0,4.0,3.5,4.0,6.9,2,5.0,0.0,1.0,8,1.0
878329,1.0,68.0,1.0,2.0,2.9,3.2,6.5,3,3.0,1.0,3.0,9,3.0
878359,6.0,29.0,5.0,3.0,2.6,3.1,5.3,3,1.0,0.0,3.0,3,7.0
878413,6.0,42.0,1.0,3.0,4.5,4.0,7.0,2,3.0,0.0,4.0,1,12.0
878454,7.0,35.0,1.0,3.0,2.6,4.5,5.5,4,1.0,0.0,2.0,3,14.0
878634,6.0,62.0,1.0,3.0,3.8,3.0,5.5,2,1.0,0.0,8.0,1,8.0
878646,5.0,50.0,1.0,3.0,3.8,3.4,5.9,3,1.0,0.0,5.0,1,4.0
878665,1.0,47.0,1.0,1.0,3.2,3.2,4.3,3,3.0,0.0,7.0,1,1.0
878869,6.0,29.0,5.0,1.0,4.1,3.8,6.0,4,2.0,0.0,5.0,1,5.0
878927,7.0,39.0,1.0,2.0,2.9,3.5,5.9,4,2.0,1.0,2.0,1,11.0
878939,7.0,63.0,5.0,1.0,3.1,3.2,5.2,3,3.0,0.0,2.0,12,20.0
878979,5.0,58.0,5.0,3.0,4.5,3.4,5.6,4,1.0,1.0,4.0,1,0.0
879122,6.0,66.0,1.0,3.0,2.7,3.4,5.9,2,4.0,1.0,4.0,9,1.0
879211,1.0,53.0,1.0,3.0,4.2,3.5,6.1,4,1.0,0.0,2.0,8,2.0
879306,7.0,67.0,1.0,2.0,4.0,2.8,5.7,3,2.0,0.0,5.0,9,0.0
879348,7.0,51.0,5.0,1.0,4.1,3.1,6.2,3,1.0,0.0,8.0,1,2.0
879373,5.0,57.0,5.0,1.0,3.2,3.6,5.8,3,3.0,0.0,4.0,1,14.0
879428,4.0,65.0,1.0,2.0,2.8,3.8,5.1,3,1.0,1.0,0.0,4,0.0
879531,5.0,70.0,1.0,2.0,3.8,3.0,5.9,3,1.0,0.0,6.0,9,0.0
879620,7.0,69.0,1.0,1.0,3.7,3.0,6.6,2,3.0,1.0,5.0,9,2.0
879635,7.0,22.0,5.0,3.0,2.4,3.5,4.2,3,3.0,0.0,0.0,7,5.0
879669,2.0,69.0,1.0,2.0,2.1,3.2,3.9,3,4.0,1.0,4.0,9,2.0
879675,1.0,57.0,1.0,3.0,4.0,3.2,7.0,3,1.0,1.0,6.0,1,7.0
879796,7.0,62.0,1.0,2.0,4.1,4.1,5.9,4,1.0,0.0,8.0,1,6.0
879895,6.0,66.0,1.0,2.0,3.9,3.4,5.6,2,2.0,0.0,0.0,8,9.0
879998,6.0,61.0,1.0,2.0,5.0,4.5,7.0,3,2.0,1.0,0.0,8,7.0
880006,3.0,62.0,1.0,2.0,4.5,4.2,6.9,3,1.0,0.0,7.0,1,1.0
880111,7.0,51.0,1.0,3.0,3.8,2.5,5.1,2,2.0,1.0,5.0,1,25.0
880276,7.0,70.0,1.0,2.0,3.7,3.1,4.4,3,1.0,0.0,7.0,9,6.0
880439,6.0,41.0,1.0,3.0,3.8,3.2,6.4,4,1.0,0.0,6.0,1,6.0
880584,5.0,55.0,1.0,3.0,3.8,3.1,6.2,3,1.0,0.0,5.0,1,1.0
880612,7.0,68.0,1.0,2.0,3.7,2.9,5.9,5,1.0,0.0,4.0,9,2.0
880663,3.0,68.0,3.0,1.0,4.3,3.9,5.9,3,1.0,0.0,5.0,9,7.0
880834,2.0,61.0,1.0,2.0,3.3,4.1,5.5,3,2.0,0.0,0.0,8,1.0
880843,7.0,48.0,3.0,3.0,2.3,3.4,5.2,3,1.0,0.0,5.0,1,6.0
881242,5.0,49.0,5.0,1.0,2.9,3.3,6.0,2,3.0,1.0,4.0,1,16.0
881362,6.0,25.0,5.0,2.0,3.6,3.3,4.9,3,1.0,0.0,1.0,7,11.0
881396,2.0,62.0,1.0,3.0,4.3,3.8,6.5,3,1.0,0.0,10.0,4,1.0
881408,1.0,35.0,5.0,1.0,4.2,3.1,6.1,4,1.0,0.0,7.0,1,0.0
881471,6.0,62.0,1.0,2.0,3.3,3.0,6.3,2,3.0,0.0,0.0,8,0.0
881527,5.0,59.0,1.0,3.0,4.1,3.9,6.5,3,3.0,0.0,7.0,1,2.0
881582,5.0,42.0,1.0,2.0,2.8,4.8,4.5,2,1.0,1.0,6.0,1,8.0
881600,6.0,52.0,3.0,1.0,2.9,3.0,4.9,2,4.0,0.0,3.0,10,6.0
881655,5.0,30.0,5.0,1.0,2.9,4.3,5.8,2,3.0,1.0,3.0,10,1.0
881719,5.0,50.0,1.0,3.0,3.2,4.0,5.6,3,1.0,0.0,0.0,8,1.0
881826,5.0,51.0,3.0,4.0,2.1,4.0,5.2,2,1.0,1.0,14.0,10,1.0
881832,6.0,58.0,1.0,2.0,3.6,3.8,5.7,2,3.0,0.0,14.0,8,12.0
881848,6.0,39.0,5.0,3.0,3.5,3.7,6.0,3,1.0,0.0,0.0,8,3.0
881881,1.0,60.0,1.0,3.0,3.4,3.6,7.0,3,1.0,0.0,7.0,1,0.0
881927,7.0,19.0,5.0,4.0,3.2,4.1,6.7,3,1.0,0.0,1.0,7,3.0
881958,7.0,49.0,5.0,1.0,3.6,3.5,5.3,3,3.0,0.0,4.0,10,6.0
882022,7.0,45.0,1.0,3.0,3.9,3.6,5.8,4,1.0,0.0,9.0,1,2.0
882260,7.0,55.0,5.0,1.0,2.1,2.9,4.7,3,2.0,0.0,4.0,1,9.0
882415,1.0,55.0,1.0,3.0,2.2,3.3,4.0,3,1.0,0.0,4.0,1,0.0
882506,5.0,33.0,1.0,3.0,3.2,3.2,5.3,3,3.0,0.0,5.0,1,2.0
882522,7.0,43.0,1.0,3.0,2.4,3.2,6.0,2,1.0,1.0,2.0,10,3.0
882574,6.0,45.0,1.0,3.0,4.2,2.8,5.4,3,1.0,0.0,3.0,2,7.0
882613,6.0,65.0,5.0,1.0,2.9,3.9,6.2,3,2.0,1.0,6.0,1,3.0
882660,1.0,64.0,1.0,2.0,3.1,3.8,6.1,2,4.0,0.0,0.0,8,0.0
882723,6.0,70.0,1.0,2.0,3.9,3.9,6.5,3,1.0,0.0,3.0,9,0.0
